	MD-DNAexNeg-BTKlot58102910-250620-16s	MD-PCRneg-Q5lot10267531-250702-16s	MD-colA-1000-20250619-16s	MD-colA-1400-20250619-16s	MD-colA-600-20250619-16s	MD-colA-top-20250619-16s	MD-colB-1000-20250225-16s	MD-colB-1400-20250225-16s	MD-colB-1750-20250225-16s	MD-colB-600-20250225-16s	MD-colB-top-20250225-16s	MD-colC-1000-20250225-16s	MD-colC-1400-20250225-16s	MD-colC-1750-20250225-16s	MD-colC-600-20250225-16s	MD-colC-top-20250225-16s
ASV_714	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_715	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_716	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_717	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_718	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_719	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_720	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_721	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_722	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_723	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_724	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_725	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_726	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_727	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_728	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV_729	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_730	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_731	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_732	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_733	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_734	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_735	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_736	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_737	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_738	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_739	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_740	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_741	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_742	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_743	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_744	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_745	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_746	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_747	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV_748	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_749	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_750	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_751	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_752	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_753	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_754	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_755	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_756	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_757	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_758	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_759	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_760	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_761	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_762	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_763	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_764	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_765	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_766	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_767	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_768	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_769	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_770	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_771	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_772	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_773	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_774	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_775	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_776	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_777	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_778	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_779	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_780	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_781	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_782	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_783	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_784	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_785	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_786	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_787	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_788	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_789	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_790	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_791	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_792	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_793	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_794	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_795	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_796	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_797	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_798	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ASV_799	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_800	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_801	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_802	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_803	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_804	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_805	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_806	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_807	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_808	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_809	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_810	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_811	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_812	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_813	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_814	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_815	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_816	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_817	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_818	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_819	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_820	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_821	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_822	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_823	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_824	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_825	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_826	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_827	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_828	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_829	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_830	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_831	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_832	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_833	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_834	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_835	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_836	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_837	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_838	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_839	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_840	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_841	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_842	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_843	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_844	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_845	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_846	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_847	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_848	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ASV_849	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_850	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_851	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_852	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_853	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_854	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_855	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_856	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_857	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_858	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_859	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_860	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_861	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_862	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_863	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_864	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_865	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_866	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_867	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_868	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_869	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_870	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_871	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_872	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_873	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_874	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_875	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_876	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_877	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_878	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_879	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_880	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_881	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_882	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_883	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_884	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_885	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_886	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_887	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_888	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_889	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_890	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_891	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_892	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_893	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_894	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_895	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_896	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_897	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_898	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_899	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_900	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_901	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_902	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_903	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_904	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_905	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_906	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_907	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_908	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_909	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_910	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_911	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_912	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_913	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_914	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_915	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_916	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_917	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_918	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_919	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_920	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_921	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_922	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_923	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ASV_946	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_947	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_949	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_950	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_951	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_952	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_953	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_954	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_955	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_956	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_957	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_958	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_959	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_960	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_961	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_962	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_963	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_964	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_965	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_966	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_967	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_968	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_969	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_970	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_971	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_973	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_974	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
